concepto,prefLabel,writtenRep
plats_a_la_carta_C3793,Plats a la carta. Carn,"filet de vedella de Girona amb foie-gras, Kalbsfilet aus Girona mit Foie Gras, veal tenderloin from Girona with foie gras, solomillo de ternera de Gerona<b><i> </i></b>con foie gras, filet de veau de Girona au foie gras, filetto di vitello di Girona con foie gras"
plats_a_la_carta_C3794,Plats a la carta. Carn,"filet de vedella del Berguedà amb formatge i salsa de nous, Kalbsfilet aus El Berguedà mit Käse und Nusssauce, veal tenderloin from El Berguedà with cheese and walnuts sauce, solomillo de ternera de El Berguedà con queso y salsa de nueces, filet de veau de El Berguedà au fromage et à la sauce aux noix, filetto di vitello del Berguedà con formaggio e salsa di noci"
plats_a_la_carta_C3795,Plats a la carta. Carn,"filet de vedella ecològica del Solsonès, Bio-Kalbsfilet aus El Solsonès, organic veal tenderloin from El Solsonès, solomillo de ternera ecológica de El Solsonès, filet de veau biologique de El Solsonès, filetto di vitello di allevamento ecologico di El Solsonès"
plats_a_la_carta_C3796,Plats a la carta. Carn,"filet de vedella escalopat amb salsa de mostassa dolça, Kalbsfilet mit süßer Senfsauce, escaloped veal tenderloin with sweet mustard sauce, solomillo de ternera escalopado con salsa de mostaza dulce, filet de veau escalopé à la sauce de moutarde douce, filetto di vitello scaloppato con salsa di mostarda dolce"
plats_a_la_carta_C3797,Plats a la carta. Carn,"filet de vedella farcit de foie-gras amb salsa de vi ranci, Kalbsfilet mit Foie-Gras-Füllung und Firneweinsauce, veal tenderloin stuffed with foie gras with mellow wine sauce, solomillo de ternera relleno de foie gras con salsa de vino rancio, filet de veau farci de foie gras à la sauce de vin rance, filetto di vitello farcito di foie gras con salsa di vino rancido"
plats_a_la_carta_C3798,Plats a la carta. Carn,"filet de vedella flamejat amb rom i sucre morè, mit Rum und braunem Zucker flambiertes Kalbsfilet, veal tenderloin flambéed with rum and brown sugar, solomillo de ternera flameado con ron y azúcar moreno, filet de veau flambé au rum et au sucre brun, filetto di vitello flambé al rum e zucchero di canna"
plats_a_la_carta_C3799,Plats a la carta. Carn,"filet de vedella i terrina de patata, ceba i formatge de cabra amb reducció de pedro ximenes, Kalbsfilet und Terrine mit Kartoffeln, Zwiebel und Ziegenkäse mit Pedro-Ximenez-Reduktion, veal tenderloin and terrine of potato, onion and goat cheese with a reduction of Pedro Ximenez, solomillo de ternera y terrina de patata, cebolla y queso de cabra con reducción de pedrojiménez, filet de veau et terrine de pomme de terre, d'oignon et de fromage de chèvre à la réduction de Pedro Ximénez, filetto di vitello e terrina di patata, cipolla e formaggio di capra con riduzione di Pedro Ximénez"
plats_a_la_carta_C38,Plats a la carta. Entrants i amanides,"alvocat amb salsa de rocafort, Avocado mit Roquefort-Sauce, avocado with Roquefort dressing, aguacate con salsa de roquefort, avocat à la sauce au roquefort, avocado con salsa di roquefort"
plats_a_la_carta_C380,Plats a la carta. Entrants i amanides,"amanida de llagostins i rovellons amb vinagreta de tòfona, Salat mit Garnelen, Reizkern und Trüffelvinaigrette, prawns and wild mushrooms salad with truffle vinaigrette, ensalada de langostinos y níscalos con vinagreta de trufa, salade de crevettes et de lactaires à la vinaigrette de truffe, insalata di mazzancolle e lattaioli con vinaigrette al tartufo"
plats_a_la_carta_C3800,Plats a la carta. Carn,"filet entatxonat amb estragó, gespicktes Filet mit Estragon, larded tenderloin with tarragon, solomillo mechado al estragón, filet lardé à l'estragon, filetto lardellato al dragoncello"
plats_a_la_carta_C3801,Plats a la carta. Carn,"filet flamejat amb pebre verd, flambiertes Filet mit grünem Pfeffer, tenderloin flambéed with green pepper sauce, solomillo flambeado a la pimienta verde, filet flambé au poivre vert, filetto flambé al pepe verde"
plats_a_la_carta_C3802,Plats a la carta. Carn,"filet ibèric amb pastís de patata i pinyons, iberisches Filet mit Kartoffelkuchen und Pinienkernen, Iberian tenderloin<b> </b>with potatoes and pine nut pie, solomillo ibérico<b> </b>con pastel de patata y piñones, filet ibérique à la tarte de pommes de terre et de pignons, filetto iberico con pasticcio di patata e pinoli"
plats_a_la_carta_C3803,Plats a la carta. Carn,"filet ibèric amb pebre verd i rosa, iberisches Filet mit grünem und rosa Pfeffer, Iberian tenderloin with green and pink pepper sauce, solomillo ibérico a la pimienta verde y rosa, filet ibérique au poivre vert et rose, filetto iberico con pepe verde e rosa"
plats_a_la_carta_C3804,Plats a la carta. Carn,"filet ibèric Cafè de París, iberisches Filet Café de Paris, Iberian tenderloin Café de Paris, solomillo ibérico Café de Paris, filet ibérique Café de Paris, filetto iberico Café de Paris"
plats_a_la_carta_C3805,Plats a la carta. Carn,"filet mignon, Filet Mignon, filet mignon, filete mignon, filet mignon, filetto mignon"
plats_a_la_carta_C3806,Plats a la carta. Carn,"filet mignon amb moll de l'os i reducció de vi de Toro, Filet Mignon mit Knochenmark und Toro-Weinreduktion, filet mignon with bone marrow and a reduction of Toro wine, filete mignon con tuétano y reducción de vino de Toro, filet mignon à la moelle et à la réduction de vin Toro, filetto mignon con midollo e riduzione di vino di Toro"
plats_a_la_carta_C3807,Plats a la carta. Carn,"filet mignon amb rocafort, Filet Mignon mit Roquefort, filet mignon with Roquefort, filete mignon al roquefort, filet mignon au roquefort, filetto mignon al roquefort"
plats_a_la_carta_C3808,Plats a la carta. Carn,"filet mignon de porc amb salsa cremosa de xampinyons i patates xips, Filet Mignon vom Schwein mit cremiger Champignonsauce und Kartoffelchips, pork filet mignon with creamy button mushroom sauce and chips, filete mignon de cerdo con salsa cremosa de champiñones y patatas chips, filet mignon à la sauce crémeuse de champignons de Paris et aux chips, filetto mignon di maiale con salsa cremosa di funghi e chips"
plats_a_la_carta_C3809,Plats a la carta. Carn,"filet Stroganoff, Boeuf Stroganoff, Stroganoff, filete Stroganoff, filet Stroganov, filetto Stroganoff"
plats_a_la_carta_C381,Plats a la carta. Entrants i amanides,"amanida de llamàntol, Hummersalat, lobster salad, ensalada de bogavante, salade de homard, insalata d'astice"
plats_a_la_carta_C3810,Plats a la carta. Peix i marisc,"filets de llobarro a la papillota, Wolfsbarschfilets en papillote, sea bass fillets en papillote, filetes de lubina a la papillote, filets de bar en papillote, filetti di branzino al cartoccio"
plats_a_la_carta_C3811,Plats a la carta. Peix i marisc,"filets de moll amb escarola, vinagreta de pebrot escalivat i olivada, Rotbarbenfilets mit Endiviensalat, Vinaigrette mit geröstetem Paprika und Olivenpaste, red mullet fillets with escarole, roast pepper vinaigrette and olives sauce, filetes de salmonete con escarola, vinagreta de pimiento asado y olivada, filets de rouget à la scarole, à la vinaigrette de poivron rôti et au pâté d'olives, filetti di triglia con scarola, vinaigrette al peperone arrostito e pâté di olive"
plats_a_la_carta_C3812,Plats a la carta. Peix i marisc,"filets de palaia a la planxa amb alls tendres, Flunderfilets vom Blech mit jungem Knoblauch, grilled plaice fillets with garlic shoots, filetes de platija a la plancha con ajos tiernos, filets de flet grillé à l'ail frais, filetti di platessa alla piastra con aglio fresco"
plats_a_la_carta_C3813,Plats a la carta. Carn,"filets de pollastre amb curri, Hühnerfilets mit Curry, chicken fillets with curry, filetes de pollo al curry, filets de poulet au curry, filetti di pollo con curry"
plats_a_la_carta_C3814,Plats a la carta. Peix i marisc,"filets de rap a la planxa amb verdures saltades amb soia, Seeteufelfilets vom Blech mit sautiertem Sojagemüse, grilled angler fish fillets with soya sautéed vegetables, filetes de rape a la plancha con verduras salteadas con soja, filets de lotte grillés aux légumes sautés à la soja, filetti di rana pescatrice alla piastra con verdurine saltate con soia"
plats_a_la_carta_C3815,Plats a la carta. Peix i marisc,"filets de sardina a la romana, im Teigmantel frittierte Sardinenfilets, battered sardine fillets, filetes de sardina a la romana, fillets de sardine à la romaine, filetti di sardina infarinata e fritta"
plats_a_la_carta_C3816,Plats a la carta. Peix i marisc,"filets de sardina amb préssec i compota de tomàquet, Sardinenfilets mit Pfirsich und Tomatenkompott, sardine fillets with tomato compote and peach, filetes de sardina con melocotón y compota de tomate, fillets de sardine à la pêche et à la compote de tomate, filetti di sardina con pesca e composta di pomodoro"
plats_a_la_carta_C3817,Plats a la carta. Tapes,"filets de seitons en vinagre, Sardellenfilets in Essig, european anchovies fillets in vinegar, filetes de boquerones en vinagre, filets d'anchois frais au vinaigre, filetti di alici all'aceto"
plats_a_la_carta_C3818,Plats a la carta. Postres,"financier d'herbes amb consomé de fruites vermelles, Kräuterfinancier mit Beerenconsommé, herbs financier with red berry consommé, financier de hierbas con consomé de frutos rojos, financier d'herbes au consommé de fruits rouges, financier alle erbe con consommé ai frutti rossi"
plats_a_la_carta_C3819,Plats a la carta. Formatges,"finlàndia suís, Finlandia Swiss, Finlandia Swiss, finlandia, finlandia swiss, swiss Finland"
plats_a_la_carta_C382,Plats a la carta. Entrants i amanides,"amanida de llamàntol amb vinagreta de mango, Hummersalat mit Mango-Vinaigrette, lobster salad with mango vinaigrette, ensalada de bogavante a la vinagreta de mango, salade de homard à la vinaigrette de mangue, insalata d'astice con vinaigrette al mango"
plats_a_la_carta_C3820,Plats a la carta. Pasta,"fiocchis de formatge i pera amb crema de quatre formatges, Käse-Birnen-Fiocchi mit Käsesauce von vier Käsesorten, cheese and pear fiocchi with four cheeses cream, fiocchi de queso y pera con crema de cuatro quesos, fiocchi de poire et de fromage à la crème de quatre fromages, fiocchi di formaggio e pera con vellutata di quattro formaggi"
plats_a_la_carta_C3821,Plats a la carta. Pasta,"fiocchis de pernil i formatge amb salsa de ceps i encenalls de formatge parmesà, Schinken-Käse-Fiocchi mit Pilzsauce und Parmesanstreifen, cured ham and cheese fiocchi with wild mushroom sauce and Parmesan cheese shavings, fiocchi de jamón y queso con salsa de setas de Burdeos y virutas de queso parmesano, fiocchi de jambon et de fromage à la sauce de cèpes et aux copeaux de fromage parmesan, fiocchi di prosciutto e formaggio con vellutata di funghi porcini e scaglie di parmigiano"
plats_a_la_carta_C3822,Plats a la carta. Formatges,"fiore sard, Fiore Sardo, Fiore Sardo, fiore sardo, fiore sardo, fiore sardo"
plats_a_la_carta_C3823,Plats a la carta. Postres,"flam, Pudding, crème caramel, flan, crème caramel, budino"
plats_a_la_carta_C3824,Plats a la carta. Postres,"flam amb nata, Pudding mit Sahne, crème caramel with cream, flan con nata, crème caramel à la crème Chantilly, budino con panna"
plats_a_la_carta_C3825,Plats a la carta. Postres,"flam amb nata i salsa de fruites, Pudding mit Sahne und Fruchtsauce, crème caramel with cream and fruit sauce, flan con nata y salsa de frutas, crème caramel à la crème Chantilly et à la sauce aux fruits, budino con panna e salsa di frutta"
plats_a_la_carta_C3826,Plats a la carta. Postres,"flam amb rom, Pudding mit Rum, crème caramel with rum, flan al ron, crème caramel au rhum, budino al rum"
plats_a_la_carta_C3827,Plats a la carta. Postres,"flam casolà, hausgemachter Pudding, home-made crème caramel, flan casero, crème caramel maison, budino casereccio"
plats_a_la_carta_C3828,Plats a la carta. Postres,"flam casolà amb caramel i nata, hausgemachter Pudding mit Karamell und Sahne, home-made crème caramel with caramel and cream, flan casero al caramelo con nata, crème caramel maison au caramel et à la crème Chantilly, budino casereccio con caramello e panna"
plats_a_la_carta_C3829,Plats a la carta. Postres,"flam casolà de coco amb crema de mango freda, hausgemachter Kokospudding mit kalter Mangocreme, house coconut crème caramel with mango cold cream, flan casero de coco con crema de mango fría, crème caramel maison à la noix de coco et à la crème froide de mangue, budino casereccio al cocco con crema di mango fredda"
plats_a_la_carta_C383,Plats a la carta. Entrants i amanides,"amanida de llamàntol i guacamole, Salat mit Hummer und Guacamole, lobster and guacamole salad, ensalada de bogavante y guacamole, salad d'homard et de guacamole, insalata d'astice e guacamole"
plats_a_la_carta_C3830,Plats a la carta. Postres,"flam d'ou, Eierpudding, egg crème caramel, flan de huevo, crème caramel aux oeufs, budino di uova"
plats_a_la_carta_C3831,Plats a la carta. Postres,"flam d'ou amb aroma de pètals de rosa, Eierpudding mit Rosenblattaroma, egg crème caramel with Rose petals aroma<b> </b>, flan de huevo al aroma de pétalos de rosa, crème caramel aux oeufs parfumé aux pétales de rose, budino all'uovo aromatizzato con petali di rosa"
plats_a_la_carta_C3832,Plats a la carta. Postres,"flam d'ou amb salsa de caramel, Eierpudding mit Karamellsauce, egg crème caramel with caramel dressing, flan de huevo con salsa de caramelo, crème caramel aux oeufs à la sauce au caramel, budino di uova con salsa di caramello"
plats_a_la_carta_C3833,Plats a la carta. Postres,"flam d'ou amb taronja i llimona, Eierpudding mit Orange und Zitrone, egg crème caramel with orange and lemon, flan de huevo con naranja y limón, crème caramel aux oeufs à l'orange et au citron, budino all'uovo con arancia e limone"
plats_a_la_carta_C3834,Plats a la carta. Postres,"flam d'ou casolà, hausgemachter Eierpudding, home-made crème caramel, flan de huevo casero, crème caramel aux oeufs maison, budino all'uovo casereccio"
plats_a_la_carta_C3835,Plats a la carta. Postres,"flam d'ou casolà amb enreixat cruixent i gelat de vainilla, hausgemachter Eierpudding mit knusprigem Gitter und Vanilleeis, home-made egg crème caramel with crunchy rack and vanilla ice-cream, flan de huevo casero con rejilla crujiente y helado de vainilla, crème caramel aux oeufs maison au grillage croustillant et à la glace de vanille, budino all'uovo casereccio con reticella croccante e gelato alla vaniglia"
plats_a_la_carta_C3836,Plats a la carta. Postres,"flam d'ou casolà amb nata, hausgemachter Eierpudding mit Sahne, home-made crème caramel with cream, flan de huevo casero con nata, crème caramel aux oeufs maison et à la crème Chantilly, budino all'uovo casereccio con la panna"
plats_a_la_carta_C3837,Plats a la carta. Postres,"flam d'ou flamejat amb rom, mit Rum flambierter Eierpudding, egg crème caramel flambéed with rum, flan de huevo flameado con ron, crème caramel aux oeufs flambée au rhum, budino all'uovo fiammeggiato al rum"
plats_a_la_carta_C3838,Plats a la carta. Postres,"flam de cafè i rom amb gelat, Kaffee-Rumpudding mit Eis, coffee and rum crème caramel with ice cream, flan de café y ron con helado, crème caramel de café et de rhum à la glace, budino al caffè e rum con gelato"
plats_a_la_carta_C3839,Plats a la carta. Postres,"flam de coco, Kokospudding, coconut crème caramel, flan de coco, crème caramel à la noix de coco, budino al cocco"
plats_a_la_carta_C384,Plats a la carta. Entrants i amanides,"amanida de llamàntol i moixernons, Salat mit Hummer und Maipilzen, lobster and wild mushroom salad, ensalada de bogavante y senderuelas, salade de homard et de mousserons, insalata d'astice e prugnoli"
plats_a_la_carta_C3840,Plats a la carta. Postres,"flam de formatge, Käsepudding, cheese crème caramel, flan de queso, crème caramel au fromage, budino al formaggio"
plats_a_la_carta_C3841,Plats a la carta. Postres,"flam de la casa, Eierpudding nach Art des Hauses, house crème caramel, flan de la casa, crème caramel maison, budino della casa"
plats_a_la_carta_C3842,Plats a la carta. Postres,"flam de llimona, Zitronenpudding, lemon crème caramel, flan de limón, crème caramel au citron, budino al limone"
plats_a_la_carta_C3843,"Plats a la carta. Verdures, hortalisses i llegums","flam de pebrot escalivat amb formatge de cabra gratinat, gerösteter Paprikapudding mit gratiniertem Ziegenkäse, roast pepper pudding with goat cheese au gratin, flan de pimiento asado con queso de cabra gratinado, flan de poivron rôti au fromage de chèvre gratiné, flan di peperone arrostito con formaggio di capra gratinato"
plats_a_la_carta_C3844,Plats a la carta. Postres,"flam de pistatxo, Pistazienpudding, pistachio crème caramel, flan de pistacho, crème caramel à la pistache, budino di pistacchio"
plats_a_la_carta_C3845,Plats a la carta. Postres,"flam de poma, Apfelpudding, apple crème caramel, flan de manzana, crème caramel à la pomme, budino alla mela"
plats_a_la_carta_C3846,Plats a la carta. Postres,"flam de poma amb crema anglesa, pinyons i panses de Corint, Apfelpudding mit englischer Creme, Pinienkernen und Rosinen aus Korinth, apple crème caramel with custard, pine nuts and currants, flan de manzana con crema inglesa, piñones y pasas de Corinto, crème caramel de pomme à la crème anglaise, aux pignons et aux raisins secs de Corinthe, budino alla mela con crema inglese, pinoli e uvetta sultanina"
plats_a_la_carta_C3847,Plats a la carta. Postres,"flam de recuit, Quarkpudding, cottage cheese crème caramel, flan de requesón, flan au fromage caillé, budino di cagliata"
plats_a_la_carta_C3848,Plats a la carta. Postres,"flam de taronja, Orangenpudding, orange crème caramel, flan de naranja, crème caramel à l'orange, budino all'arancia"
plats_a_la_carta_C3849,Plats a la carta. Postres,"flam de xocolata i nous, Schokoladen-Nusspudding, chocolate and walnuts crème caramel, flan de chocolate y nueces, crème caramel au chocolat et aux noix, budino di cioccolato e noci"
plats_a_la_carta_C385,Plats a la carta. Entrants i amanides,"amanida de llamàntol i peus de porc, Salat mit Hummer und Schweinsfüßen, lobster and pig's trotters salad, ensalada de bogavante y manitas de cerdo, salade d'homard et de pieds de porc, insalata di astice e piedi di maiale"
plats_a_la_carta_C3850,Plats a la carta. Postres,"flam xinès amb gelat de cafè, chinesischer Pudding mit Kaffeeeis, Chinese flan with coffee ice cream, flan chino con helado de café, crème caramel chinois à la glace au café, budino cinese con gelato al caffè"
plats_a_la_carta_C3851,Plats a la carta. Carn,"flamenquins, Flamenquines (mit Rohschinken gefüllte gebackene Schweinsfilets), flamenquines (fillets of pork stuffed with cured ham fried in batter), flamenquines, flamenquines (filets de porc farcis au jambon pannés et frits), flamenquines (fettine di maiale farcite di prosciutto impanate e fritte)"
plats_a_la_carta_C3852,Plats a la carta. Postres,"flamet, kleiner Eierpudding, mini crème caramel, tocinillo de cielo, tocino de cielo, petit crème caramel aux jaunes d'oeufs, minibudino al rosso d'uovo"
plats_a_la_carta_C3853,Plats a la carta. Postres,"flamet amb coulis de gerds i gelat de poma verda, kleiner Eierpudding mit Himbeercoulis und grünem Apfeleis, mini crème caramel with raspberry coulis and green apple ice cream, tocino de cielo con coulis de frambuesas y helado de manzana verde, petit crème caramel aux jaunes d'oeufs au coulis de framboises et à la glace de pomme verte, minibudino al rosso d'uovo con coulis ai lamponi e gelato alla mela verde"
plats_a_la_carta_C3854,Plats a la carta. Postres,"flamet amb coulis de mango, kiwi i gerds, kleiner Eierpudding mit Mango-, Kiwi- und Himbeercoulis, mini crème caramel with mango, kiwi and raspberry coulis, tocino de cielo con coulis de mango, kiwi y frambuesas, petit crème caramel aux jaunes d'oeufs au coulis de mangue, de kiwi et de framboises, minibudino al rosso d'uovo con coulis di mango, kiwi e lamponi"
plats_a_la_carta_C3855,Plats a la carta. Postres,"flamet amb quatre salses de fruita, kleiner Eierpudding mit vier Fruchtsaucen, mini crème caramel with four sauces of fruit, tocino de cielo con cuatro salsas de fruta, petit crème caramel aux jaunes d'oeufs aux quatre sauces de fruits, minibudino con quattro salse di frutta"
plats_a_la_carta_C3856,Plats a la carta. Postres,"flamet casolà, hausgemachter kleiner Eierpudding, home-made mini crème caramel, tocino de cielo casero, petit crème caramel aux jaunes d'oeufs maison, minibudino casereccio"
plats_a_la_carta_C3857,Plats a la carta. Postres,"flamets amb mel, kleiner Eierpudding mit Honig, mini crème caramels with honey, tocinos de cielo con miel, petits crème caramels aux jaunes d'oeufs au miel, minibudini al rosso d'uovo con miele"
plats_a_la_carta_C3858,Plats a la carta. Postres,"flamets amb nata, kleiner Eierpudding mit Sahne, mini crème caramels with cream, tocinos de cielo con nata, petits crème caramels aux jaunes d'oeufs à la crème Chantilly, minibudini con panna"
plats_a_la_carta_C3859,Plats a la carta. Postres,"flamets casolans, kleine hausgemachte Puddings, home-made mini crème caramels, tocinos de cielo caseros, petits crème caramels aux jaunes d'oeuf maison, minibudini caserecci"
plats_a_la_carta_C386,Plats a la carta. Entrants i amanides,"amanida de llamàntol perfumat amb oli de cava, Hummersalat mit Cavaölparfum, salad of lobster perfumed with cava oil, ensalada de bogavante perfumado con aceite de cava, salade de homard parfumé à l'huile de cava, insalata d'astice aromatizzato con olio al cava"
plats_a_la_carta_C3860,Plats a la carta. Postres,"flaó eivissenc amb gelat de torró de Xixona, Flaó aus Eivissa mit Torró de Xixona-Eis (Kuchen mit Käsefüllung mit Nougateis), flaó from Eivissa with torró de Xixona ice cream (cheese-stuffed pie with nougat ice cream), flaó ibicenco con helado de turrón de Jijona (pastel relleno de queso), flaó d'Eivissa à la glace au touron de Xixona (gâteau farci de fromage), flaó di Ibiza con gelato al torrone di Xixona (dolce farcito con formaggio)"
plats_a_la_carta_C3861,Plats a la carta. Entrants i amanides,"flor d'escalivada amb formatge de cabra, Endivienblume mit Ziegenkäse, escalivada flower with goat cheese (roast vegetables), flor de escalivada con queso de cabra, fleur d'escalivada au fromage de chèvre (légumes rôtis), fior d'escalivada con formaggio di capra (ortaggi arrostiti)"
plats_a_la_carta_C3862,Plats a la carta. Entrants i amanides,"flor de carbassó amb bolets i formatge, Zucchiniblüte mit Pilzen und Käse, courgette flower with wild mushrooms and cheese, flor de calabacín con setas y queso, fleur de courgette aux champignons et au fromage, fior di zucchina con funghi e formaggio"
plats_a_la_carta_C3863,Plats a la carta. Entrants i amanides,"flors cruixents de pernil farcides d'escalivada, knusprige Schinkenblüten gefüllt mit Escalivada (geröstetes Gemüse), crunchy ham flowers stuffed with escalivada (roast vegetables), flores crujientes de jamón rellenas de escalivada, fleurs croustillants de jambon farcies à l'escalivada (légumes rôtis), fiori croccanti di prosciutto farciti d'escalivada (ortaggi arrostiti)"
plats_a_la_carta_C3864,"Plats a la carta. Verdures, hortalisses i llegums","flors de carbassó arrebossades amb fruita seca i mel, panierte Zucchiniblüten mit Trockenfrüchten, Nüssen und Honig, courgette  flowers in batter with dried fruits and honey, flores de calabacín rebozadas con frutos secos y miel, fleurs de courgette panées aux fruits secs et au miel, fiori di zucca impanati con frutti secchi e miele"
plats_a_la_carta_C3865,"Plats a la carta. Embotits, carns fredes i patés","foie-gras a la paella amb cítrics i fruites vermelles, Foie Gras aus der Pfanne mit Zitrusfrüchten und Beeren, fried foie gras with citrus fruits and red berries, foie gras a la paella con cítricos y frutos rojos, foie gras à la poele aux citriques et aux fruits rouges, foie gras in padella con agrumi e frutti rossi"
plats_a_la_carta_C3866,Plats a la carta. Carn,"foie-gras a la planxa amb fruites i reducció de mistela, Foie Gras vom Blech mit Früchten und Mistela-Reduktion, grilled foie gras with fruits and a reduction of mistella, foie gras a la plancha con frutas y reducción de mistela, foie gras grillé aux fruits à la réduction de mistelle, foie gras alla piastra con frutta e riduzione di mistella"
plats_a_la_carta_C3867,Plats a la carta. Entrants i amanides,"foie-gras a la planxa amb torrades, ceba i poma, Foie Gras vom Blech mit Toasts, Zwiebel und Apfel, grilled foie gras with toasts, onion and apple, foie gras a la plancha con tostadas, cebolla y manzana, foie gras grillé aux toasts, à l'oignon et à la pomme, foie gras alla piastra con fette di pane tostato, cipolla e mela"
plats_a_la_carta_C3868,Plats a la carta. Entrants i amanides,"foie-gras a la sal, Foie Gras in Salzkruste, foie gras in salt, foie gras a la sal, foie gras au sel, foie gras al sale"
plats_a_la_carta_C3869,"Plats a la carta. Embotits, carns fredes i patés","foie-gras amb ceba confitada, poma caramel·litzada i reducció de vinagre balsàmic de Mòdena, Foie Gras mit eingelegten Zwiebeln, karamellisiertem Apfel und Balsamessigreduktion, foie gras with confit onion, caramelized apple and a reduction of balsamic vinegar of Modena, foie gras con cebolla confitada, manzana caramelizada y reducción de vinagre balsámico de Módena, foie gras à l'oignon confit, à la pomme caramélisée et à la réduction de vinaigre balsamique de Modena, foie gras con cipolla confit, mela caramellata e riduzione d'aceto balsamico di Modena"
plats_a_la_carta_C387,Plats a la carta. Entrants i amanides,"amanida de llamàntol, espàrrecs verds i bolets amb salsa tàrtara, Salat mit Hummer, grünem Spargel und Pilzen mit Sauce Tartare, lobster, green asparagus and mushroom salad with tartar sauce, ensalada de bogavante, espárragos verdes y setas con salsa tártara, salade de homard, d'asperges vertes et de champignons à la sauce tartare, insalata d'astice, asparagi verdi e funghi in salsa tartara"
plats_a_la_carta_C3870,"Plats a la carta. Embotits, carns fredes i patés","foie-gras amb figues i torradetes, Foie Gras mit Feigen und Minitoasts, foie gras with figs and mini toasts, foie gras con higos y tostaditas, foie gras aux figues et aux mini toasts, foie gras con fichi e crostini"
plats_a_la_carta_C3871,Plats a la carta. Entrants i amanides,"foie-gras amb melmelada de ceba, Foie Gras mit Zwiebelmarmelade, foie gras with onion jam, foie gras con mermelada de cebolla, foie gras à la confiture d'oignon, foie gras con marmellata di cipolla"
plats_a_la_carta_C3872,Plats a la carta. Carn,"foie-gras amb prunes i reducció de porto, Foie Gras mit Pflaumen und Portweinreduktion, foie gras with prunes and a reduction of port wine, foie gras con ciruelas y reducción de oporto, foie gras aux pruneaux et à la réduction de porto, foie gras con prugne e riduzione di porto"
plats_a_la_carta_C3873,"Plats a la carta. Embotits, carns fredes i patés","foie-gras amb puré de mango, Foie Gras mit Mangopüree, foie gras with mango purée, foie gras con puré de mango, foie gras à la purée de mangue, foie gras con purè di mango"
plats_a_la_carta_C3874,Plats a la carta. Entrants i amanides,"foie-gras calent amb vinagreta de codony, heißes Foie Gras mit Quittenvinaigrette, warm foie gras with quince vinaigrette, foie gras caliente a la vinagreta de membrillo, foie gras chaud à la vinagrette de coings, foie gras caldo con vinaigrette alla mela cotogna"
plats_a_la_carta_C3875,"Plats a la carta. Embotits, carns fredes i patés","foie-gras d'ànec, Foie Gras von der Ente, duck foie gras, foie gras de pato, foie gras de canard, foie gras d'anatra"
plats_a_la_carta_C3876,Plats a la carta. Entrants i amanides,"foie-gras d'ànec a la paella amb cabernet sauvignon i poma confitada, Foie Gras von der Ente aus der Pfanne mit Cabernet Sauvignon und eingelegten Äpfeln, fried duck foie gras with<b> </b>Cabernet Sauvignon and apple preserve, foie gras de pato a la paella con cabernet sauvignon y manzana confitada, foie gras de canard à la poele au<b> </b>cabernet sauvignon et à la pomme confite, foie gras d'anatra in padella con cabernet sauvignon e mela confit"
plats_a_la_carta_C3877,Plats a la carta. Carn,"foie-gras d'ànec a la planxa amb melmelada de taronja, Foie Gras von der Ente vom Blech mit Orangenkonfitüre, grilled duck foie gras with orange jam, foie gras de pato a la plancha con mermelada de naranja, foie gras de canard grillé à la confiture d'orange, foie gras d'anatra alla piastra con marmellata all'arancia"
plats_a_la_carta_C3878,Plats a la carta. Entrants i amanides,"foie-gras d'ànec amb garnatxa dolç, Foie Gras von der Ente mit süßem Grenache, duck foie gras with sweet grenache, foie gras de pato con garnacha dulce, foie gras de canard au grenache doux, foie gras d'anatra con vernaccia dolce"
plats_a_la_carta_C3879,"Plats a la carta. Embotits, carns fredes i patés","foie-gras d'ànec amb torradetes, Foie Gras von der Ente mit Minitoasts, duck foie gras with mini toasts, foie gras de pato con tostaditas, foie gras de canard aux mini toasts, foie gras d'anatra con crostini"
plats_a_la_carta_C388,Plats a la carta. Entrants i amanides,"amanida de llamàntol, mató i fruita seca amb vinagreta de mel, Salat mit Hummer, Quark, Trockenfrüchten und Nüssen und Honigvinaigrette, lobster, milk curd and dried fruits and nuts salad with honey vinaigrette, ensalada de bogavante, requesón y frutos secos a la vinagreta de miel, salade d'homard, de caillé et de fruits secs à la vinaigrette de miel, insalata d'astice, ricotta e frutti secchi con vinaigrette al miele"
plats_a_la_carta_C3880,"Plats a la carta. Embotits, carns fredes i patés","foie-gras d'ànec casolà amb torradetes, hausgemachtes Foie Gras von der Ente mit Minitoasts, hand-made duck foie gras with mini toasts, foie gras de pato casero con tostaditas, foie gras de canard maison aux mini toasts, foie gras d'anatra casereccio con crostini"
plats_a_la_carta_C3881,"Plats a la carta. Embotits, carns fredes i patés","foie-gras d'ànec curat a la sal amb melmelada de tomàquet, mantega i torradetes, in Salz gereiftes Foie Gras von der Ente mit Tomatenmarmelade, Butter und Minitoasts, salt-cured duck foie gras with tomato jam, butter and mini toasts, foie gras de pato curado a la sal con mermelada de tomate, mantequilla y tostaditas, foie gras de canard affiné au sel, à la confiture de tomate, au beurre et aux mini toasts, foie gras d'anatra stagionato al sale con marmellata di pomodoro, burro e crostini"
